source,source_id,title,company,location,latitude,longitude,url,listed,deadline,deadline_kind,first_seen,last_seen
studerendeonline,3111558,Studentermedhjælper til Sundhedsstyrelsens Enhed for Uddannelse,Sundhedsstyrelsen,Storkøbenhavn,,,https://studerendeonline.dk/job/3111558/sundhedsstyrelsen/studentermedhjaelper-til-sundhedsstyrelsens-enhed-for-uddannelse/,2026-09-03,2026-09-30,date,2026-09-15,2026-09-15
studerendeonline,3111597,Labtrainee til Media Lab på Erhvervsakademi København (studenterjob),Erhvervs­akademi Køben­havn (EK),Storkøbenhavn,,,https://studerendeonline.dk/job/3111597/erhvervs-akademi-koben-havn-ek/labtrainee-til-media-lab-pa-erhvervsakademi-kobenhavn-studenterjob/,2026-09-03,2026-09-30,date,2026-09-15,2026-09-15
studerendeonline,3111598,Studentermedhjælper til Nationalmuseet København,Nationalmuseet,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3111598/nationalmuseet/studentermedhjaelper-til-nationalmuseet-kobenhavn/,2026-09-03,,,2026-09-15,2026-09-15
studerendeonline,3111721,Ekstern lektor søges til Arkitekturens Teknologi,Det Kongelige Akademi - Arkitektur,"Design, Konservering, Storkøbenhavn",,,https://studerendeonline.dk/job/3111721/det-kongelige-akademi-arkitektur-design-konservering/ekstern-lektor-soges-til-arkitekturens-teknologi/,2026-09-03,2026-09-20,date,2026-09-15,2026-09-15
studerendeonline,3111784,Studentermedhjælpere til Bydelsmødre - Socialtansvar.dk,Fonden for Socialt Ansvar,Storkøbenhavn,,,https://studerendeonline.dk/job/3111784/fonden-for-socialt-ansvar/studentermedhjaelpere-til-bydelsmodre-socialtansvardk/,2026-09-04,,asap,2026-09-15,2026-09-15
studerendeonline,3111833,Rigsrevisionen søger studenter til revision af offentlige regnskaber,Rigsrevisionen,Storkøbenhavn,,,https://studerendeonline.dk/job/3111833/rigsrevisionen/rigsrevisionen-soger-studenter-til-revision-af-offentlige-regnskaber/,2026-09-03,,,2026-09-15,2026-09-15
studerendeonline,3111880,"Det perfekte job til bygningskonstruktør - studiejob, hjemmearbejde",Radon-Stop.dk ApS,"Storkøbenhavn, Øresundsregionen ( Fjernarbejde )",,,https://studerendeonline.dk/job/3111880/radon-stopdk-aps/det-perfekte-job-til-bygningskonstruktor-studiejob-hjemmearbejde/,2026-09-04,2026-09-30,date,2026-09-15,2026-09-15
studerendeonline,3111887,Studentermedhjælper til kommunikation og faglig formidling,Guardian IP Consulting,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3111887/guardian-ip-consulting/studentermedhjaelper-til-kommunikation-og-faglig-formidling/,2026-09-04,,asap,2026-09-15,2026-09-15
studerendeonline,3111907,Studerende med interesse for databeskyttelse og informationssikkerhed søges,Styrelsen for Patientsikkerhed,Storkøbenhavn,,,https://studerendeonline.dk/job/3111907/styrelsen-for-patientsikkerhed/studerende-med-interesse-for-databeskyttelse-og-informationssikkerhed-soges/,2026-09-04,2026-09-20,date,2026-09-15,2026-09-15
studerendeonline,3111912,Psykologistuderende med faglig udvikling og kvalitet i klientforløb | We.Care®,We.Care,Storkøbenhavn ( Delvist fjernarbejde ),,,https://studerendeonline.dk/job/3111912/wecare/psykologistuderende-med-faglig-udvikling-og-kvalitet-i-klientforlob-wecarer/,2026-09-04,,asap,2026-09-15,2026-09-15
studerendeonline,3111935,Studentermedhjælper til Beierholm Jura i Søborg,Beierholm,Storkøbenhavn,,,https://studerendeonline.dk/job/3111935/beierholm/studentermedhjaelper-til-beierholm-jura-i-soborg/,2026-09-04,,asap,2026-09-15,2026-09-15
studerendeonline,3111941,AI & Automation Developer - Studiejob,Carl Ras A/S,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3111941/carl-ras-as/ai-automation-developer-studiejob/,2026-09-08,2026-09-27,date,2026-09-15,2026-09-15
studerendeonline,3111943,Job Title:,COLGATE-PALMOLIVE A/S,Storkøbenhavn,,,https://studerendeonline.dk/job/3111943/colgate-palmolive-as/job-title/,2026-09-04,,asap,2026-09-15,2026-09-15
studerendeonline,3111961,"Analyst (Student Assistant), IR&BD, Events",Copenhagen Infrastructure Partners,"Storkøbenhavn, Udlandet (øvrige)",,,https://studerendeonline.dk/job/3111961/copenhagen-infrastructure-partners/analyst-student-assistant-irbd-events/,2026-09-04,,asap,2026-09-15,2026-09-15
studerendeonline,3112022,Student Worker – Device Platform Team (Embedded Software),TRACKMAN A/S,"Storkøbenhavn, Nordsjælland, Udlandet (øvrige)",,,https://studerendeonline.dk/job/3112022/trackman-as/student-worker-device-platform-team-embedded-software/,2026-09-04,,asap,2026-09-15,2026-09-15
studerendeonline,3112174,Coffee Advisors til Nespresso i København,WaveCrest,Storkøbenhavn,,,https://studerendeonline.dk/job/3112174/wavecrest/coffee-advisors-til-nespresso-i-kobenhavn/,2026-09-14,,asap,2026-09-15,2026-09-15
studerendeonline,3112192,Studentermedhjælpere søges til ledige stillinger som e-assistenter i den centrale lokaleplanlægning på Københavns Universitet,Københavns Universitet,Storkøbenhavn,,,https://studerendeonline.dk/job/3112192/kobenhavns-universitet/studentermedhjaelpere-soges-til-ledige-stillinger-som-e-assistenter-i-den-centrale-lokaleplanlaegning-pa-kobenhavns-universitet/,2026-09-04,2026-10-01,date,2026-09-15,2026-09-15
studerendeonline,3112230,Jr. Content Creator (Part-time) Growth · Copenhagen HQ · Onsite,Mover Systems ApS,Storkøbenhavn,,,https://studerendeonline.dk/job/3112230/mover-systems-aps/jr-content-creator-part-time-growth-copenhagen-hq-onsite/,2026-09-04,,asap,2026-09-15,2026-09-15
studerendeonline,3112285,Jurastuderende søges til Advokaturen for Kvalitet og Udvikling i NSK,Rigspolitiet,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3112285/rigspolitiet/jurastuderende-soges-til-advokaturen-for-kvalitet-og-udvikling-i-nsk/,2026-09-14,2026-09-20,date,2026-09-15,2026-09-15
studerendeonline,3112302,Medlemskonsulent,Lærernes a-kasse,"Storkøbenhavn, Østsjælland, Nordjylland",,,https://studerendeonline.dk/job/3112302/laerernes-a-kasse/medlemskonsulent/,2026-09-04,,asap,2026-09-15,2026-09-15
studerendeonline,3112420,Studenterundervisere til bioanalytikeruddannelsen,Københavns Professionshøjskole,Storkøbenhavn,,,https://studerendeonline.dk/job/3112420/kobenhavns-professionshojskole/studenterundervisere-til-bioanalytikeruddannelsen/,2026-09-04,,,2026-09-15,2026-09-15
studerendeonline,3112496,Studentermedhjælper,EGMONT,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3112496/egmont/studentermedhjaelper/,2026-09-04,2026-09-27,date,2026-09-15,2026-09-15
studerendeonline,3112543,"Studerende til Kontor for Rådgivning, Forsvar og Samfundssikkerhed - Afd. for Forskning, Rådgivning og Innovation",Danmarks Tekniske Universitet,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3112543/danmarks-tekniske-universitet/studerende-til-kontor-for-radgivning-forsvar-og-samfundssikkerhed-afd-for-forskning-radgivning-og-innovation/,2026-09-04,2026-10-01,date,2026-09-15,2026-09-15
studerendeonline,3112600,Funktionschef til Data og Indsigter i Totalkredit,Nykredit,Storkøbenhavn,,,https://studerendeonline.dk/job/3112600/nykredit/funktionschef-til-data-og-indsigter-i-totalkredit/,2026-09-04,,asap,2026-09-15,2026-09-15
studerendeonline,3112658,Career - Danish Media Researcher,VOCAST ApS,Storkøbenhavn,,,https://studerendeonline.dk/job/3112658/vocast-aps/career-danish-media-researcher/,2026-09-11,2026-09-30,date,2026-09-15,2026-09-15
studerendeonline,3112685,Student Assistant - Sustainability Strategy & Reporting,DSV A/S,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3112685/dsv-as/student-assistant-sustainability-strategy-reporting/,2026-09-04,,,2026-09-15,2026-09-15
studerendeonline,3112712,"Vil du gøre en forskel som studentermedhjælper i By-, Land- og Transportministeriet?",By-,"Land- og Transportministeriet, Storkøbenhavn",,,https://studerendeonline.dk/job/3112712/by-land-og-transportministeriet/vil-du-gore-en-forskel-som-studentermedhjaelper-i-by-land-og-transportministeriet/,2026-09-07,2026-09-20,date,2026-09-15,2026-09-15
studerendeonline,3112715,Studerende med interesse for databeskyttelse og informationssikkerhed søges,Styrelsen for Patientsikkerhed,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3112715/styrelsen-for-patientsikkerhed/studerende-med-interesse-for-databeskyttelse-og-informationssikkerhed-soges/,2026-09-04,2026-09-20,date,2026-09-15,2026-09-15
studerendeonline,3112791,Alsidig klubmedarbejder til Ungeværk Ørestad (to faste dage om ugen),Københavns Kommune,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3112791/kobenhavns-kommune/alsidig-klubmedarbejder-til-ungevaerk-orestad-to-faste-dage-om-ugen/,2026-09-04,,,2026-09-15,2026-09-15
studerendeonline,3112831,"Studentermedhjælper til PPR-funktion i Den Tværfaglige Support i Børne- og Ungdomsforvaltningen, Område Amager",Københavns Kommune,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3112831/kobenhavns-kommune/studentermedhjaelper-til-ppr-funktion-i-den-tvaerfaglige-support-i-borne-og-ungdomsforvaltningen-omrade-amager/,2026-09-04,2026-09-21,date,2026-09-15,2026-09-15
studerendeonline,3112850,Grafisk studentermedhjælper til afdelingen Kreativ Produktion hos Coop Danmark,Coop Danmark,Storkøbenhavn,,,https://studerendeonline.dk/job/3112850/coop-danmark/grafisk-studentermedhjaelper-til-afdelingen-kreativ-produktion-hos-coop-danmark/,2026-09-09,2026-09-30,date,2026-09-15,2026-09-15
studerendeonline,3112873,"Studentermedhjælper til Cyberdivisionen, Front Office i Center for udvikling ved Forsvarsministeriets Materiel- og Indkøbsstyrelse",Forsvaret,"Storkøbenhavn, Øresundsregionen ( Delvist fjernarbejde )",,,https://studerendeonline.dk/job/3112873/forsvaret/studentermedhjaelper-til-cyberdivisionen-front-office-i-center-for-udvikling-ved-forsvarsministeriets-materiel-og-indkobsstyrelse/,2026-09-04,2026-10-02,date,2026-09-15,2026-09-15
studerendeonline,3112874,Studerende med interesse for sikkerhed til Luftdygtighedssektionen i Forsvarsministeriets Materiel- og Indkøbsstyrelse,Forsvaret,Storkøbenhavn,,,https://studerendeonline.dk/job/3112874/forsvaret/studerende-med-interesse-for-sikkerhed-til-luftdygtighedssektionen-i-forsvarsministeriets-materiel-og-indkobsstyrelse/,2026-09-04,,,2026-09-15,2026-09-15
studerendeonline,3113065,Quality & Compliance Intern,Moonboon,Storkøbenhavn,,,https://studerendeonline.dk/job/3113065/moonboon/quality-compliance-intern/,2026-09-07,,asap,2026-09-15,2026-09-15
studerendeonline,3113155,Student Assistant: UI Developer,KONSOLIDATOR A/S,"Storkøbenhavn, Øresundsregionen ( Delvist fjernarbejde )",,,https://studerendeonline.dk/job/3113155/konsolidator-as/student-assistant-ui-developer/,2026-09-07,,asap,2026-09-15,2026-09-15
studerendeonline,3113207,Studentermedhjælpere til Forsvarsministeriets departement,Forsvarsministeriet,Storkøbenhavn,,,https://studerendeonline.dk/job/3113207/forsvarsministeriet/studentermedhjaelpere-til-forsvarsministeriets-departement/,2026-09-08,2026-09-21,date,2026-09-15,2026-09-15
studerendeonline,3113370,Academic employee (TAP-FU) in migraine drug target discovery at Center for Translational Neuromedicine,Københavns Universitet,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3113370/kobenhavns-universitet/academic-employee-tap-fu-in-migraine-drug-target-discovery-at-center-for-translational-neuromedicine/,2026-09-07,2026-09-22,date,2026-09-15,2026-09-15
studerendeonline,3113371,"Student assistant at the Centre for Advanced Studies in Bioscience Innovation Law (CeBIL), Faculty of Law",Københavns Universitet,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3113371/kobenhavns-universitet/student-assistant-at-the-centre-for-advanced-studies-in-bioscience-innovation-law-cebil-faculty-of-law/,2026-09-07,2026-09-22,date,2026-09-15,2026-09-15
studerendeonline,3113462,"By & Havn søger studentermedhjælper til contentproduktion, instagram og storytelling",Udviklingsselskabet By & Havn I/S,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3113462/udviklingsselskabet-by-havn-is/by-havn-soger-studentermedhjaelper-til-contentproduktion-instagram-og-storytelling/,2026-09-07,,,2026-09-15,2026-09-15
studerendeonline,3113470,Studentermedhjælpere til Commercial Real Estate,Jyske Bank,Storkøbenhavn,,,https://studerendeonline.dk/job/3113470/jyske-bank/studentermedhjaelpere-til-commercial-real-estate/,2026-09-08,2026-09-30,date,2026-09-15,2026-09-15
studerendeonline,3113492,ARC søger formidlere: Fra teknik til tale – gør den grønne omstilling forståelig,ARC - Amager Ressource Center,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3113492/arc-amager-ressource-center/arc-soger-formidlere-fra-teknik-til-tale-gor-den-gronne-omstilling-forstaelig/,2026-09-07,2026-10-04,date,2026-09-15,2026-09-15
studerendeonline,3113607,Biblioteksmedarbejder med ansvar for skemalægning og koordinering,Lyngby-Taarbæk Kommune,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3113607/lyngby-taarbaek-kommune/biblioteksmedarbejder-med-ansvar-for-skemalaegning-og-koordinering/,2026-09-08,2026-09-27,date,2026-09-15,2026-09-15
studerendeonline,3113690,Studentermedhjælper til sektion for Økosystembaseret Marin Forvaltning - DTU Aqua,Danmarks Tekniske Universitet,"Storkøbenhavn, Østjylland (Aarhus), Nordjylland",,,https://studerendeonline.dk/job/3113690/danmarks-tekniske-universitet/studentermedhjaelper-til-sektion-for-okosystembaseret-marin-forvaltning-dtu-aqua/,2026-09-07,2026-09-21,date,2026-09-15,2026-09-15
studerendeonline,3113694,Studenterstudievejleder som Faglige formidlere til Biotech Academy - DTU Bioengineering,Danmarks Tekniske Universitet,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3113694/danmarks-tekniske-universitet/studenterstudievejleder-som-faglige-formidlere-til-biotech-academy-dtu-bioengineering/,2026-09-07,2026-09-21,date,2026-09-15,2026-09-15
studerendeonline,3113761,Studentermedhjælper - DFDS Ferry,DFDS A/S,"Storkøbenhavn, Sydvestjylland (Esbjerg)",,,https://studerendeonline.dk/job/3113761/dfds-as/studentermedhjaelper-dfds-ferry/,2026-09-07,,asap,2026-09-15,2026-09-15
studerendeonline,3113833,Niels Brock søger undervisere til Det Internationale Gymnasium,Niels Brock,Storkøbenhavn,,,https://studerendeonline.dk/job/3113833/niels-brock/niels-brock-soger-undervisere-til-det-internationale-gymnasium/,2026-09-07,2026-09-25,date,2026-09-15,2026-09-15
studerendeonline,3113873,Studentermedhjælper til CIFA – Den Cirkulære Fabrik,Aalborg Universitet (AAU),"Storkøbenhavn, Sydvestjylland (Esbjerg), Nordjylland",,,https://studerendeonline.dk/job/3113873/aalborg-universitet-aau/studentermedhjaelper-til-cifa-den-cirkulaere-fabrik/,2026-09-07,2026-09-21,date,2026-09-15,2026-09-15
studerendeonline,3113874,Studentermedhjælper søges til transskription af interviews,Aalborg Universitet (AAU),"Storkøbenhavn, Sydvestjylland (Esbjerg), Nordjylland",,,https://studerendeonline.dk/job/3113874/aalborg-universitet-aau/studentermedhjaelper-soges-til-transskription-af-interviews/,2026-09-07,2026-09-21,date,2026-09-15,2026-09-15
studerendeonline,3113885,Student med flair for data og analyser til Data og Analyse i indre København,Danmarks Fængsler,Storkøbenhavn,,,https://studerendeonline.dk/job/3113885/danmarks-faengsler/student-med-flair-for-data-og-analyser-til-data-og-analyse-i-indre-kobenhavn/,2026-09-08,2026-09-27,date,2026-09-15,2026-09-15
studerendeonline,3113945,Ansvarsfuld og engageret Center Koordinator – 15 timer / ugen - Newsec Danmark,Newsec Property Asset Management,"Storkøbenhavn, Vestjylland, Midtjylland",,,https://studerendeonline.dk/job/3113945/newsec-property-asset-management/ansvarsfuld-og-engageret-center-koordinator-15-timer-ugen-newsec-danmark/,2026-09-07,,asap,2026-09-15,2026-09-15
studerendeonline,3114049,Datatilsynets kontor i Grønland søger en jurist,Datatilsynet,"Storkøbenhavn, Øresundsregionen, Grønland & Færøerne",,,https://studerendeonline.dk/job/3114049/datatilsynet/datatilsynets-kontor-i-gronland-soger-en-jurist/,2026-09-08,2026-10-04,date,2026-09-15,2026-09-15
studerendeonline,3114388,Det Nationale Sorgcenter søger en studentermedhjælper til understøttelse af frivilligindsatser,Det Nationale Sorgcenter,"Storkøbenhavn, Sydøstjylland",,,https://studerendeonline.dk/job/3114388/det-nationale-sorgcenter/det-nationale-sorgcenter-soger-en-studentermedhjaelper-til-understottelse-af-frivilligindsatser/,2026-09-08,2026-09-22,date,2026-09-15,2026-09-15
studerendeonline,3114416,Studenter til makroøkonomiske analyser og konjunkturvurdering i Skatte- og Vækstministeriet,Skatte- og Vækstministeriet,Storkøbenhavn,,,https://studerendeonline.dk/job/3114416/skatte-og-vaekstministeriet/studenter-til-makrookonomiske-analyser-og-konjunkturvurdering-i-skatte-og-vaekstministeriet/,2026-09-08,2026-09-27,date,2026-09-15,2026-09-15
studerendeonline,3114496,Student Worker Consumer,Signify Denmark A/S,Storkøbenhavn,,,https://studerendeonline.dk/job/3114496/signify-denmark-as/student-worker-consumer/,2026-09-14,,asap,2026-09-15,2026-09-15
studerendeonline,3114552,Studiejob: Business Intelligence-konsulent,Cand,Storkøbenhavn,,,https://studerendeonline.dk/job/3114552/cand/studiejob-business-intelligence-konsulent/,2026-09-08,,asap,2026-09-15,2026-09-15
studerendeonline,3114554,Studentermedhjælper til CRM,Danske Spil A/S,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3114554/danske-spil-as/studentermedhjaelper-til-crm/,2026-09-09,2026-09-29,date,2026-09-15,2026-09-15
studerendeonline,3114581,Studentermedhjælper til Park og Vej,Rudersdal Kommune,"Storkøbenhavn, Nordsjælland",,,https://studerendeonline.dk/job/3114581/rudersdal-kommune/studentermedhjaelper-til-park-og-vej/,2026-09-08,2026-09-22,date,2026-09-15,2026-09-15
studerendeonline,3114587,"Student Assistant, Commercial Platforms & Operation",WS Audiology Denmark A/S,"Storkøbenhavn, Nordsjælland ( Delvist fjernarbejde )",,,https://studerendeonline.dk/job/3114587/ws-audiology-denmark-as/student-assistant-commercial-platforms-operation/,2026-09-08,,asap,2026-09-15,2026-09-15
studerendeonline,3114588,"Student Assistant, Commercial Excellence",WS Audiology Denmark A/S,"Storkøbenhavn, Nordsjælland ( Delvist fjernarbejde )",,,https://studerendeonline.dk/job/3114588/ws-audiology-denmark-as/student-assistant-commercial-excellence/,2026-09-08,,asap,2026-09-15,2026-09-15
studerendeonline,3114600,SPS-vejleder til pædagoguddannelsen,Københavns Professionshøjskole,Storkøbenhavn,,,https://studerendeonline.dk/job/3114600/kobenhavns-professionshojskole/sps-vejleder-til-paedagoguddannelsen/,2026-09-08,2026-09-28,date,2026-09-15,2026-09-15
studerendeonline,3114645,Afløsere søges til Jægersborghave - Gentofte Kommune,Gentofte Kommune,Storkøbenhavn,,,https://studerendeonline.dk/job/3114645/gentofte-kommune/aflosere-soges-til-jaegersborghave-gentofte-kommune/,2026-09-08,2026-12-01,date,2026-09-15,2026-09-15
studerendeonline,3114651,Fundraiser med ansvar for telemarketing til Ungdommens Røde Kors,Ungdommens Røde Kors,Storkøbenhavn,,,https://studerendeonline.dk/job/3114651/ungdommens-rode-kors/fundraiser-med-ansvar-for-telemarketing-til-ungdommens-rode-kors/,2026-09-08,2026-09-20,date,2026-09-15,2026-09-15
studerendeonline,3114670,Student Assistant,Hempel A/S,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3114670/hempel-as/student-assistant/,2026-09-08,2026-09-22,date,2026-09-15,2026-09-15
studerendeonline,3114704,Studentermedhjælper til sprogfagsredaktionen,Gyldendal A/S,Storkøbenhavn,,,https://studerendeonline.dk/job/3114704/gyldendal-as/studentermedhjaelper-til-sprogfagsredaktionen/,2026-09-08,2026-09-30,date,2026-09-15,2026-09-15
studerendeonline,3114724,Ansvarlig for debitorer (studentermedhjælper),CLEVER A/S,Storkøbenhavn,,,https://studerendeonline.dk/job/3114724/clever-as/ansvarlig-for-debitorer-studentermedhjaelper/,2026-09-11,2026-10-11,date,2026-09-15,2026-09-15
studerendeonline,3114762,Administrative assistant / student assistant for The School of Conceptual and Contextual Practices at the Royal Danish Academy of Fine Arts 7 hours a,Det Kongelige Danske Kunstakademi Billedkunstskolerne,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3114762/det-kongelige-danske-kunstakademi-billedkunstskolerne/administrative-assistant-student-assistant-for-the-school-of-conceptual-and-contextual-practices-at-the-royal-danish-academy-of-fine-arts-7-hours-a/,2026-09-08,2026-09-23,date,2026-09-15,2026-09-15
studerendeonline,3114783,Student Assistant – Product Management (Market Intelligence & Business Analysis),Rockwool A/S,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3114783/rockwool-as/student-assistant-product-management-market-intelligence-business-analysis/,2026-09-08,,asap,2026-09-15,2026-09-15
studerendeonline,3114825,"Vil du gøre en forskel som studentermedhjælper i By-, Land- og Transportministeriets Retskontor?",By-,"Land- og Transportministeriet, Storkøbenhavn",,,https://studerendeonline.dk/job/3114825/by-land-og-transportministeriet/vil-du-gore-en-forskel-som-studentermedhjaelper-i-by-land-og-transportministeriets-retskontor/,2026-09-08,2026-09-23,date,2026-09-15,2026-09-15
studerendeonline,3114871,Struktureret og engageret studentermedhjælper til Afdeling for Kvalitet og Borgersikkerhed,Københavns Kommune,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3114871/kobenhavns-kommune/struktureret-og-engageret-studentermedhjaelper-til-afdeling-for-kvalitet-og-borgersikkerhed/,2026-09-08,2026-09-30,date,2026-09-15,2026-09-15
studerendeonline,3115006,Student Worker / stud.jur - Legal,Podimo Aps,Storkøbenhavn,,,https://studerendeonline.dk/job/3115006/podimo-aps/student-worker-studjur-legal/,2026-09-09,2026-10-01,date,2026-09-15,2026-09-15
studerendeonline,3115099,"Internship for Bachelor of Engineering students, Operations & Infrastructure",Publicis Denmark A/S,Storkøbenhavn,,,https://studerendeonline.dk/job/3115099/publicis-denmark-as/internship-for-bachelor-of-engineering-students-operations-infrastructure/,2026-09-09,,asap,2026-09-15,2026-09-15
studerendeonline,3115104,Studentermedhjælper – Legal & Contract Management Consulting,Publicis Denmark A/S,Storkøbenhavn,,,https://studerendeonline.dk/job/3115104/publicis-denmark-as/studentermedhjaelper-legal-contract-management-consulting/,2026-09-15,,,2026-09-15,2026-09-15
studerendeonline,3115153,Studentermedhjælper til enheden Kvælstof & Klima,Styrelsen for Grøn Arealomlægning og Vandmiljø,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3115153/styrelsen-for-gron-arealomlaegning-og-vandmiljo/studentermedhjaelper-til-enheden-kvaelstof-klima/,2026-09-09,2026-09-22,date,2026-09-15,2026-09-15
studerendeonline,3115183,"Studenterhjælp: til digital kommunikation, e-commerce & events - bliv en del af DI",DI - Dansk Industri,Storkøbenhavn,,,https://studerendeonline.dk/job/3115183/di-dansk-industri/studenterhjaelp-til-digital-kommunikation-e-commerce-events-bliv-en-del-af-di/,2026-09-09,2026-10-11,date,2026-09-15,2026-09-15
studerendeonline,3115192,Group Strategy and Transformation Student Assistant,TDC NET A/S,"Storkøbenhavn, Øresundsregionen ( Delvist fjernarbejde )",,,https://studerendeonline.dk/job/3115192/tdc-net-as/group-strategy-and-transformation-student-assistant/,2026-09-09,2026-09-30,date,2026-09-15,2026-09-15
studerendeonline,3115205,"Student Assistant, Technology Procurement",Publicis Denmark A/S,Storkøbenhavn,,,https://studerendeonline.dk/job/3115205/publicis-denmark-as/student-assistant-technology-procurement/,2026-09-09,,asap,2026-09-15,2026-09-15
studerendeonline,3115211,Studentermedhjælper til enheden Kvælstof & Klima,Styrelsen for Grøn Arealomlægning og Vandmiljø,Storkøbenhavn,,,https://studerendeonline.dk/job/3115211/styrelsen-for-gron-arealomlaegning-og-vandmiljo/studentermedhjaelper-til-enheden-kvaelstof-klima/,2026-09-09,2026-09-22,date,2026-09-15,2026-09-15
studerendeonline,3115341,Student Employee,VP SECURITIES A/S,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3115341/vp-securities-as/student-employee/,2026-09-09,,asap,2026-09-15,2026-09-15
studerendeonline,3115432,"Brøndby Kommune søger en børne- og ungerådgiver til Børn, Unge og Familier",Brøndby Kommune,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3115432/brondby-kommune/brondby-kommune-soger-en-borne-og-ungeradgiver-til-born-unge-og-familier/,2026-09-09,2026-09-23,date,2026-09-15,2026-09-15
studerendeonline,3115475,Studentermedhjælper søges til Anlægstekniks afdeling hos Sund & Bælt,Sund & Bælt,Storkøbenhavn,,,https://studerendeonline.dk/job/3115475/sund-baelt/studentermedhjaelper-soges-til-anlaegstekniks-afdeling-hos-sund-baelt/,2026-09-09,2026-10-04,date,2026-09-15,2026-09-15
studerendeonline,3115494,"Student Assistant, Technology Procurement",RAMBØLL GRUPPEN A/S,Storkøbenhavn,,,https://studerendeonline.dk/job/3115494/ramboll-gruppen-as/student-assistant-technology-procurement/,2026-09-09,,asap,2026-09-15,2026-09-15
studerendeonline,3115511,Student Assistant - Global Customer Experience (GCX),H. Lundbeck A/S,Storkøbenhavn,,,https://studerendeonline.dk/job/3115511/h-lundbeck-as/student-assistant-global-customer-experience-gcx/,2026-09-09,,asap,2026-09-15,2026-09-15
studerendeonline,3115571,Juridisk studentermedhjælper til Ledelsessekretariatet i National enhed for Særlig Kriminalitet,Rigspolitiet,"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3115571/rigspolitiet/juridisk-studentermedhjaelper-til-ledelsessekretariatet-i-national-enhed-for-saerlig-kriminalitet/,2026-09-13,2026-09-23,date,2026-09-15,2026-09-15
studerendeonline,3115694,Studentermedhjælper med interesse for økonomistyring af Danmarks samfundskritiske it-systemer,Digitaliseringsstyrelsen,Storkøbenhavn,,,https://studerendeonline.dk/job/3115694/digitaliseringsstyrelsen/studentermedhjaelper-med-interesse-for-okonomistyring-af-danmarks-samfundskritiske-it-systemer/,2026-09-09,2026-09-23,date,2026-09-15,2026-09-15
studerendeonline,3115695,Studentermedhjælper til borger.dk med interesse for skarpe tekster og myndighedskontakt,Digitaliseringsstyrelsen,Storkøbenhavn,,,https://studerendeonline.dk/job/3115695/digitaliseringsstyrelsen/studentermedhjaelper-til-borgerdk-med-interesse-for-skarpe-tekster-og-myndighedskontakt/,2026-09-10,2026-09-23,date,2026-09-15,2026-09-15
studerendeonline,3115696,Studentermedhjælper til understøttelse af AltID,Digitaliseringsstyrelsen,Storkøbenhavn ( Delvist fjernarbejde ),,,https://studerendeonline.dk/job/3115696/digitaliseringsstyrelsen/studentermedhjaelper-til-understottelse-af-altid/,2026-09-09,2026-09-27,date,2026-09-15,2026-09-15
studerendeonline,3115743,Data og analysestærk studentermedhjælper med interesse for ESG og bæredygtighed,Nykredit,Storkøbenhavn,,,https://studerendeonline.dk/job/3115743/nykredit/data-og-analysestaerk-studentermedhjaelper-med-interesse-for-esg-og-baeredygtighed/,2026-09-09,2026-12-01,date,2026-09-15,2026-09-15
studerendeonline,3115769,Studentermedhjælper til digital marketing og kampagner søges til EK,Erhvervs­akademi Køben­havn (EK),"Storkøbenhavn, Øresundsregionen",,,https://studerendeonline.dk/job/3115769/erhvervs-akademi-koben-havn-ek/studentermedhjaelper-til-digital-marketing-og-kampagner-soges-til-ek/,2026-09-09,2026-09-28,date,2026-09-15,2026-09-15
